,genres
1236,"['war', 'action', 'scifi', 'animation', 'drama']"
1237,"['animation', 'drama', 'action', 'thriller', 'crime']"
1238,['documentation']
1239,"['fantasy', 'horror', 'comedy', 'drama', 'thriller']"
1240,"['action', 'comedy', 'scifi']"
1241,"['drama', 'thriller', 'action', 'european']"
1242,"['drama', 'romance']"
1243,"['documentation', 'history', 'crime']"
1244,"['drama', 'thriller', 'crime', 'european']"
1245,"['scifi', 'drama', 'fantasy', 'thriller']"
1246,"['drama', 'fantasy', 'horror', 'thriller']"
1247,"['romance', 'drama']"
1248,['drama']
1249,"['drama', 'scifi', 'family']"
1250,['documentation']
1251,"['drama', 'comedy']"
1252,"['romance', 'drama']"
1253,"['documentation', 'sport']"
1254,"['drama', 'war']"
1255,"['scifi', 'thriller', 'action']"
1256,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']"
1257,"['drama', 'documentation', 'history', 'war']"
1258,"['comedy', 'drama', 'family', 'romance']"
1259,"['music', 'documentation']"
1260,"['war', 'drama', 'history', 'european']"
1261,"['drama', 'music']"
1262,"['thriller', 'horror', 'fantasy', 'drama']"
1263,"['scifi', 'action', 'fantasy', 'comedy', 'drama', 'animation', 'family']"
1264,"['action', 'drama', 'history']"
1265,"['action', 'scifi', 'comedy', 'fantasy', 'drama', 'animation', 'family']"
1266,['comedy']
1267,"['action', 'scifi', 'thriller', 'animation', 'horror', 'drama', 'fantasy']"
1268,"['comedy', 'scifi', 'animation', 'action']"
1269,"['drama', 'romance', 'action', 'scifi']"
1270,"['thriller', 'horror']"
1271,['documentation']
1272,['comedy']
1273,"['war', 'drama', 'thriller', 'action', 'history', 'european']"
1274,"['thriller', 'drama', 'crime']"
1275,"['drama', 'comedy']"
1276,"['drama', 'romance', 'european']"
1277,"['action', 'drama', 'european']"
1278,"['documentation', 'crime', 'history', 'sport']"
1279,"['crime', 'thriller', 'drama', 'fantasy', 'scifi']"
1280,"['thriller', 'crime', 'drama', 'european']"
1281,"['western', 'comedy', 'action']"
1282,"['comedy', 'music', 'documentation']"
1283,"['drama', 'crime', 'thriller', 'action']"
1284,"['comedy', 'european']"
1285,"['action', 'comedy']"
1286,"['drama', 'history']"
1287,"['thriller', 'action', 'drama']"
1288,"['comedy', 'drama', 'romance']"
1289,"['fantasy', 'music', 'romance', 'scifi', 'drama', 'family']"
1290,"['comedy', 'action', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'european']"
1291,"['drama', 'thriller', 'action', 'scifi', 'crime']"
1292,['documentation']
1293,"['drama', 'comedy', 'european']"
1294,"['drama', 'action', 'fantasy']"
1295,['reality']
1296,"['comedy', 'thriller']"
1297,"['drama', 'family', 'comedy', 'romance']"
1298,"['horror', 'thriller', 'drama']"
1299,"['action', 'comedy', 'family']"
1300,"['comedy', 'romance']"
1301,"['documentation', 'history', 'european']"
1302,"['drama', 'horror', 'crime']"
1303,"['thriller', 'horror', 'animation', 'comedy', 'drama', 'family', 'fantasy']"
1304,"['drama', 'romance', 'crime', 'thriller']"
1305,"['thriller', 'comedy', 'romance']"
1306,"['animation', 'family']"
1307,"['action', 'comedy', 'family', 'animation']"
1308,['reality']
1309,['drama']
1310,"['comedy', 'music', 'action']"
1311,"['action', 'comedy', 'family', 'animation']"
1312,"['comedy', 'family', 'animation', 'action', 'fantasy', 'western']"
1313,"['animation', 'comedy', 'family', 'european']"
1314,"['drama', 'comedy']"
1315,"['drama', 'romance', 'comedy']"
1316,"['reality', 'drama']"
1317,"['documentation', 'european']"
1318,"['drama', 'comedy']"
1319,"['drama', 'thriller', 'reality']"
1320,"['animation', 'family', 'action', 'comedy', 'scifi', 'fantasy']"
1321,"['comedy', 'horror', 'scifi', 'european']"
1322,"['thriller', 'horror']"
1323,['comedy']
1324,"['action', 'drama', 'war', 'romance', 'thriller']"
1325,"['action', 'drama', 'history']"
1326,['comedy']
1327,['comedy']
1328,"['animation', 'scifi', 'comedy', 'family', 'history']"
1329,"['scifi', 'thriller', 'drama']"
1330,"['drama', 'romance']"
1331,"['comedy', 'animation', 'family', 'european']"
1332,['animation']
1333,"['comedy', 'romance', 'documentation', 'european']"
1334,"['scifi', 'family', 'animation', 'action', 'comedy', 'fantasy', 'drama']"
1335,"['family', 'animation', 'action', 'comedy', 'scifi']"
1336,"['crime', 'thriller', 'action']"
1337,"['drama', 'crime', 'thriller']"
1338,"['crime', 'drama', 'thriller']"
1339,['comedy']
1340,"['action', 'drama']"
1341,"['romance', 'action', 'thriller']"
1342,['drama']
1343,"['drama', 'comedy', 'romance']"
1344,"['crime', 'documentation']"
1345,"['history', 'documentation', 'european']"
1346,['comedy']
1347,"['action', 'family', 'scifi', 'animation']"
1348,"['drama', 'action', 'crime', 'romance', 'thriller']"
1349,"['documentation', 'crime', 'european']"
1350,"['action', 'drama', 'war']"
1351,"['comedy', 'family', 'sport']"
1352,"['comedy', 'romance']"
1353,['comedy']
1354,['documentation']
1355,"['history', 'drama', 'fantasy']"
1356,"['animation', 'comedy', 'family', 'european']"
1357,"['animation', 'comedy', 'family']"
1358,"['animation', 'drama', 'family', 'european']"
1359,"['thriller', 'drama', 'action', 'crime']"
1360,['documentation']
1361,"['comedy', 'documentation']"
1362,"['horror', 'thriller']"
1363,"['thriller', 'action', 'crime', 'drama', 'european']"
1364,['documentation']
1365,"['comedy', 'animation', 'family']"
1366,"['action', 'fantasy', 'animation', 'comedy', 'family', 'european']"
1367,"['action', 'scifi', 'animation', 'comedy', 'family']"
1368,['comedy']
1369,"['family', 'animation', 'comedy']"
1370,"['animation', 'family', 'scifi', 'action', 'comedy']"
1371,['comedy']
1372,"['drama', 'history']"
1373,"['action', 'family', 'fantasy', 'comedy', 'european']"
1374,"['family', 'animation', 'comedy', 'fantasy']"
1375,['documentation']
1376,"['action', 'fantasy', 'scifi', 'animation']"
1377,['drama']
1378,"['comedy', 'drama', 'romance', 'thriller']"
1379,"['thriller', 'crime', 'drama']"
1380,"['comedy', 'crime', 'drama']"
1381,"['action', 'animation', 'comedy', 'family', 'fantasy']"
1382,['drama']
1383,['documentation']
1384,"['drama', 'thriller']"
1385,['comedy']
1386,"['drama', 'thriller', 'war', 'action']"
1387,"['drama', 'thriller', 'western']"
1388,"['comedy', 'music']"
1389,"['drama', 'crime', 'european']"
1390,"['comedy', 'drama', 'animation', 'action', 'scifi']"
1391,"['documentation', 'crime']"
1392,"['documentation', 'music']"
1393,['documentation']
1394,['family']
1395,"['comedy', 'romance']"
1396,"['thriller', 'drama', 'action']"
1397,"['drama', 'horror', 'thriller']"
1398,"['documentation', 'music']"
1399,"['drama', 'documentation']"
1400,['comedy']
1401,"['documentation', 'history', 'european']"
1402,"['history', 'drama', 'fantasy']"
1403,"['family', 'fantasy', 'animation', 'comedy']"
1404,['action']
1405,"['comedy', 'family', 'animation']"
1406,['comedy']
1407,"['comedy', 'documentation']"
1408,"['action', 'family']"
1409,"['drama', 'european']"
1410,"['comedy', 'crime', 'action', 'thriller']"
1411,"['comedy', 'thriller', 'drama', 'crime', 'action']"
1412,"['crime', 'thriller', 'drama']"
1413,"['action', 'comedy', 'crime', 'european']"
1414,"['comedy', 'drama', 'family', 'fantasy', 'romance']"
1415,"['drama', 'romance']"
1416,"['comedy', 'european']"
1417,"['reality', 'documentation', 'comedy']"
1418,"['comedy', 'family', 'animation']"
1419,"['comedy', 'romance', 'drama', 'european']"
1420,"['romance', 'drama']"
1421,"['action', 'comedy', 'crime']"
1422,"['animation', 'family', 'comedy', 'drama', 'fantasy', 'romance', 'european']"
1423,['action']
1424,"['comedy', 'drama']"
1425,['drama']
1426,"['comedy', 'drama', 'animation']"
1427,"['drama', 'romance', 'european']"
1428,"['comedy', 'drama']"
1429,"['comedy', 'family']"
1430,['drama']
1431,['comedy']
1432,"['comedy', 'action', 'drama', 'history', 'war']"
1433,"['comedy', 'drama', 'family', 'music']"
1434,"['crime', 'action']"
1435,"['action', 'drama', 'history', 'romance']"
1436,"['documentation', 'drama', 'european']"
1437,"['drama', 'family', 'romance', 'comedy']"
1438,"['comedy', 'drama', 'romance']"
1439,"['comedy', 'drama', 'family', 'romance']"
1440,"['drama', 'crime', 'thriller', 'action', 'european']"
1441,"['comedy', 'drama', 'romance']"
1442,"['documentation', 'crime', 'history', 'drama', 'fantasy', 'european']"
1443,"['thriller', 'drama', 'war', 'european']"
1444,"['drama', 'action', 'crime', 'comedy']"
1445,"['comedy', 'documentation']"
1446,"['family', 'reality']"
1447,"['crime', 'comedy', 'drama', 'european']"
1448,"['drama', 'european']"
1449,['reality']
1450,"['thriller', 'drama', 'crime']"
1451,"['family', 'action', 'drama', 'sport']"
1452,"['comedy', 'documentation']"
1453,"['drama', 'crime']"
1454,"['drama', 'crime', 'action']"
1455,"['drama', 'romance', 'comedy']"
1456,"['drama', 'european']"
1457,"['family', 'animation']"
1458,['comedy']
1459,"['drama', 'romance', 'family', 'documentation', 'sport']"
1460,['thriller']
1461,['thriller']
1462,"['comedy', 'drama', 'thriller']"
1463,"['family', 'animation']"
1464,['action']
1465,"['animation', 'family']"
1466,['comedy']
1467,['comedy']
1468,"['drama', 'thriller', 'european']"
1469,"['comedy', 'documentation']"
1470,['comedy']
1471,"['music', 'documentation']"
1472,['comedy']
1473,"['action', 'drama', 'romance', 'crime']"
1474,['comedy']
1475,"['comedy', 'documentation']"
1476,"['documentation', 'comedy', 'drama']"
1477,['documentation']
1478,"['romance', 'drama', 'comedy']"
1479,"['drama', 'european']"
1480,['comedy']
1481,"['drama', 'romance', 'comedy', 'family']"
1482,"['drama', 'action', 'crime']"
1483,"['drama', 'comedy', 'romance']"
1484,"['action', 'drama']"
1485,['comedy']
1486,['documentation']
1487,"['drama', 'action', 'scifi', 'crime', 'thriller']"
1488,"['comedy', 'drama']"
1489,"['drama', 'comedy', 'fantasy', 'music']"
1490,"['action', 'fantasy', 'animation']"
1491,['drama']
1492,['comedy']
1493,['comedy']
1494,"['comedy', 'documentation']"
1495,['documentation']
1496,"['action', 'crime', 'thriller']"
1497,"['romance', 'drama']"
1498,"['comedy', 'drama', 'romance']"
1499,"['thriller', 'drama', 'crime', 'european']"
1500,"['documentation', 'war']"
1501,"['drama', 'comedy', 'romance', 'documentation', 'european']"
1502,"['documentation', 'european']"
1503,"['romance', 'comedy', 'drama', 'european']"
1504,['documentation']
1505,"['comedy', 'scifi', 'animation', 'family', 'fantasy']"
1506,"['action', 'comedy', 'drama']"
1507,"['drama', 'war']"
1508,"['comedy', 'documentation']"
1509,['drama']
1510,"['drama', 'comedy']"
1511,"['drama', 'thriller', 'romance', 'family']"
1512,['drama']
1513,['documentation']
1514,"['drama', 'action']"
1515,"['drama', 'documentation', 'comedy']"
1516,['drama']
1517,"['music', 'drama']"
1518,"['comedy', 'drama', 'fantasy', 'romance']"
1519,"['action', 'comedy', 'drama']"
1520,"['thriller', 'drama']"
1521,"['drama', 'comedy', 'history']"
1522,"['animation', 'family', 'fantasy', 'comedy']"
1523,"['drama', 'sport']"
1524,['documentation']
1525,"['thriller', 'drama']"
1526,"['documentation', 'thriller', 'war', 'crime', 'drama']"
1527,"['music', 'drama']"
1528,"['drama', 'european']"
1529,"['action', 'animation', 'comedy', 'family']"
1530,['family']
1531,"['comedy', 'music']"
1532,"['comedy', 'romance', 'drama', 'european']"
1533,['drama']
1534,"['comedy', 'romance', 'drama']"
1535,"['action', 'animation', 'fantasy']"
1536,"['drama', 'comedy']"
1537,"['animation', 'comedy', 'family', 'fantasy']"
1538,"['drama', 'romance', 'comedy']"
1539,"['drama', 'action', 'war']"
1540,"['thriller', 'action', 'scifi', 'fantasy', 'family', 'european']"
1541,"['drama', 'history', 'romance']"
1542,"['reality', 'drama']"
1543,"['drama', 'comedy']"
1544,['action']
1545,"['drama', 'european']"
1546,"['action', 'drama', 'comedy', 'crime']"
1547,"['history', 'thriller', 'drama']"
1548,['reality']
1549,"['animation', 'comedy', 'fantasy', 'scifi']"
1550,"['comedy', 'european']"
1551,"['comedy', 'drama']"
1552,"['comedy', 'drama', 'family', 'fantasy', 'thriller']"
1553,"['comedy', 'drama', 'european']"
1554,['documentation']
1555,['drama']
1556,['comedy']
1557,"['comedy', 'romance', 'drama']"
1558,"['drama', 'romance', 'sport', 'thriller']"
1559,"['animation', 'scifi', 'comedy', 'family']"
1560,"['comedy', 'family']"
1561,['drama']
1562,"['comedy', 'documentation']"
1563,"['comedy', 'action', 'romance', 'european']"
1564,['animation']
1565,['comedy']
1566,"['drama', 'thriller', 'war']"
1567,['comedy']
1568,"['comedy', 'drama']"
1569,"['drama', 'comedy', 'european']"
1570,"['scifi', 'drama', 'fantasy']"
1571,['comedy']
1572,"['romance', 'drama']"
1573,"['romance', 'drama', 'comedy', 'european']"
1574,"['drama', 'comedy', 'european']"
1575,['comedy']
1576,"['comedy', 'documentation']"
1577,['comedy']
1578,"['drama', 'european', 'romance', 'family', 'documentation']"
1579,"['documentation', 'family']"
1580,"['action', 'comedy', 'european']"
1581,['documentation']
1582,"['thriller', 'action', 'drama', 'crime', 'horror', 'european']"
1583,"['scifi', 'drama']"
1584,"['action', 'scifi', 'thriller', 'european']"
1585,['comedy']
1586,['comedy']
1587,"['romance', 'drama']"
1588,"['animation', 'comedy', 'drama']"
1589,"['animation', 'family', 'fantasy']"
1590,['comedy']
1591,"['thriller', 'horror']"
1592,"['horror', 'thriller', 'crime', 'drama']"
1593,"['comedy', 'drama', 'romance', 'european']"
1594,"['action', 'drama', 'thriller', 'crime']"
1595,"['documentation', 'reality']"
1596,['drama']
1597,"['romance', 'comedy']"
1598,"['action', 'family', 'animation', 'comedy']"
1599,"['family', 'animation', 'comedy', 'fantasy', 'european']"
1600,"['comedy', 'documentation']"
1601,"['comedy', 'romance', 'drama']"
1602,"['drama', 'romance']"
1603,['comedy']
1604,"['thriller', 'animation', 'family']"
1605,"['comedy', 'drama']"
1606,"['horror', 'thriller', 'fantasy']"
1607,"['documentation', 'european']"
1608,"['comedy', 'documentation']"
1609,['comedy']
1610,['comedy']
1611,['documentation']
1612,"['romance', 'drama', 'music']"
1613,['family']
1614,"['thriller', 'drama', 'crime', 'action']"
1615,"['action', 'drama']"
1616,"['comedy', 'thriller']"
1617,['drama']
1618,['comedy']
1619,['drama']
1620,"['thriller', 'crime', 'drama', 'action']"
1621,"['animation', 'action', 'comedy']"
1622,"['romance', 'drama']"
1623,"['romance', 'drama']"
1624,['comedy']
1625,['drama']
1626,"['drama', 'thriller']"
1627,['comedy']
1628,[]
1629,['family']
1630,"['comedy', 'music']"
1631,"['thriller', 'crime', 'drama']"
1632,"['drama', 'romance']"
1633,"['thriller', 'drama', 'scifi']"
1634,['animation']
1635,['comedy']
1636,"['comedy', 'crime']"
1637,['comedy']
1638,"['comedy', 'documentation']"
1639,"['comedy', 'drama']"
1640,['drama']
1641,['drama']
1642,['drama']
1643,"['comedy', 'action', 'drama']"
1644,['romance']
1645,"['animation', 'comedy', 'action']"
1646,['comedy']
1647,['comedy']
1648,"['thriller', 'drama']"
1649,"['comedy', 'romance', 'family']"
1650,"['action', 'comedy', 'romance']"
1651,['documentation']
1652,['documentation']
1653,['comedy']
1654,['comedy']
1655,['documentation']
1656,['comedy']
1657,"['documentation', 'sport']"
1658,['documentation']
1659,"['comedy', 'action', 'crime', 'drama']"
1660,"['drama', 'sport']"
1661,"['horror', 'thriller', 'comedy']"
1662,"['comedy', 'european']"
1663,['comedy']
1664,"['comedy', 'drama', 'action']"
1665,['drama']
1666,['drama']
1667,"['romance', 'european', 'comedy']"
1668,"['animation', 'action', 'comedy']"
1669,"['comedy', 'romance', 'drama', 'fantasy']"
1670,"['comedy', 'family', 'romance', 'drama', 'fantasy']"
1671,"['comedy', 'documentation', 'european']"
1672,['comedy']
1673,"['thriller', 'action', 'drama']"
1674,['documentation']
1675,"['thriller', 'european']"
1676,"['romance', 'comedy', 'drama']"
1677,['comedy']
1678,"['drama', 'comedy']"
1679,['documentation']
1680,['documentation']
1681,['documentation']
1682,"['action', 'drama']"
1683,"['scifi', 'drama']"
1684,"['drama', 'comedy']"
1685,"['comedy', 'romance', 'drama']"
1686,['comedy']
1687,"['drama', 'crime']"
1688,['comedy']
1689,"['drama', 'family']"
1690,"['drama', 'romance', 'comedy']"
1691,"['drama', 'music']"
1692,"['action', 'crime', 'drama']"
1693,['documentation']
1694,['comedy']
1695,"['drama', 'action', 'crime', 'sport', 'thriller']"
1696,"['comedy', 'drama', 'romance']"
1697,"['comedy', 'family']"
1698,"['drama', 'romance']"
1699,"['drama', 'comedy']"
1700,"['comedy', 'drama']"
1701,"['comedy', 'romance']"
1702,"['thriller', 'comedy', 'crime']"
1703,['drama']
1704,[]
1705,"['drama', 'animation', 'family', 'music']"
1706,['comedy']
1707,"['crime', 'drama', 'thriller']"
1708,['drama']
1709,"['drama', 'crime', 'thriller']"
1710,"['scifi', 'action', 'drama', 'thriller']"
1711,"['scifi', 'crime', 'drama', 'thriller']"
1712,"['drama', 'action', 'war', 'history']"
1713,"['horror', 'fantasy', 'thriller']"
1714,"['drama', 'scifi', 'fantasy', 'horror']"
1715,"['drama', 'thriller', 'scifi']"
1716,"['crime', 'drama', 'thriller', 'romance']"
1717,"['thriller', 'crime', 'drama', 'western']"
1718,"['scifi', 'fantasy', 'comedy', 'drama']"
1719,"['drama', 'war', 'action', 'thriller', 'history', 'european']"
1720,"['action', 'drama', 'sport', 'comedy']"
1721,"['comedy', 'drama', 'documentation']"
1722,"['drama', 'crime', 'thriller']"
1723,"['drama', 'romance']"
1724,"['thriller', 'action', 'crime', 'drama', 'european']"
1725,"['drama', 'sport']"
1726,"['crime', 'drama', 'thriller', 'romance']"
1727,"['drama', 'crime', 'sport']"
1728,"['thriller', 'crime', 'drama', 'action']"
1729,"['drama', 'scifi', 'action', 'thriller', 'family']"
1730,"['war', 'drama', 'thriller', 'crime', 'european']"
1731,"['action', 'comedy', 'drama', 'scifi', 'family', 'fantasy', 'animation']"
1732,"['crime', 'comedy', 'drama']"
1733,"['drama', 'western', 'documentation', 'action', 'crime']"
1734,['documentation']
1735,"['crime', 'drama', 'thriller']"
1736,"['thriller', 'drama', 'horror']"
1737,"['action', 'comedy', 'crime']"
1738,"['western', 'comedy', 'drama', 'romance']"
1739,"['drama', 'thriller', 'crime', 'history', 'european']"
1740,"['scifi', 'thriller', 'action', 'drama']"
1741,"['animation', 'drama', 'fantasy', 'horror', 'action']"
1742,"['crime', 'drama']"
1743,"['drama', 'history', 'war', 'thriller', 'family']"
1744,['drama']
1745,['documentation']
1746,"['drama', 'crime', 'comedy']"
1747,"['scifi', 'action', 'comedy', 'crime', 'fantasy', 'thriller']"
1748,['comedy']
1749,"['comedy', 'drama']"
1750,"['scifi', 'comedy', 'drama']"
1751,"['crime', 'documentation']"
1752,"['thriller', 'horror']"
1753,"['drama', 'family']"
1754,"['scifi', 'fantasy', 'action', 'drama']"
1755,"['drama', 'comedy', 'romance', 'thriller', 'crime']"
1756,"['comedy', 'animation', 'family', 'fantasy', 'romance']"
1757,"['comedy', 'drama']"
1758,"['action', 'drama', 'thriller']"
1759,"['drama', 'action', 'comedy', 'family']"
1760,"['drama', 'scifi', 'fantasy']"
1761,"['music', 'documentation']"
1762,"['thriller', 'drama', 'horror']"
1763,"['drama', 'crime', 'history', 'thriller']"
1764,"['crime', 'documentation']"
1765,"['comedy', 'drama']"
1766,"['thriller', 'horror', 'scifi']"
1767,"['crime', 'action', 'drama', 'thriller']"
1768,"['scifi', 'family', 'fantasy', 'drama']"
1769,"['comedy', 'horror']"
1770,"['drama', 'thriller', 'crime', 'european']"
1771,"['crime', 'drama', 'thriller', 'romance', 'scifi', 'comedy']"
1772,"['romance', 'comedy']"
1773,"['drama', 'thriller', 'crime']"
1774,"['horror', 'thriller', 'scifi', 'drama', 'action']"
1775,"['scifi', 'thriller', 'drama', 'action', 'crime', 'fantasy']"
1776,"['animation', 'comedy', 'family']"
1777,"['horror', 'thriller', 'drama']"
1778,"['drama', 'european']"
1779,"['action', 'thriller', 'romance', 'drama', 'european']"
1780,"['drama', 'documentation', 'thriller', 'war']"
1781,"['scifi', 'comedy', 'fantasy', 'animation', 'action']"
1782,"['comedy', 'animation', 'romance']"
1783,"['thriller', 'horror', 'drama', 'european']"
1784,"['action', 'drama', 'history']"
1785,"['drama', 'comedy', 'sport', 'reality']"
1786,"['drama', 'horror', 'scifi', 'romance', 'action']"
1787,"['scifi', 'horror']"
1788,"['comedy', 'drama']"
1789,"['animation', 'family', 'fantasy', 'action', 'drama']"
1790,"['drama', 'history', 'romance', 'war']"
1791,"['drama', 'animation', 'action', 'crime', 'sport']"
1792,"['action', 'thriller', 'crime', 'drama', 'european']"
1793,"['music', 'documentation']"
1794,"['action', 'drama', 'history', 'war']"
1795,"['drama', 'romance', 'comedy']"
1796,"['drama', 'comedy']"
1797,"['drama', 'crime', 'thriller', 'horror', 'european']"
1798,"['thriller', 'drama', 'crime']"
1799,"['documentation', 'thriller', 'crime', 'action', 'drama']"
1800,"['drama', 'thriller']"
1801,"['thriller', 'drama', 'scifi', 'horror']"
1802,"['comedy', 'horror']"
1803,"['drama', 'thriller', 'comedy', 'crime']"
1804,"['animation', 'romance', 'comedy']"
1805,"['drama', 'crime']"
1806,"['action', 'scifi', 'drama']"
1807,['documentation']
1808,"['comedy', 'drama', 'thriller']"
1809,"['scifi', 'thriller', 'drama']"
1810,"['thriller', 'horror', 'drama']"
1811,"['scifi', 'comedy', 'drama', 'horror', 'thriller']"
1812,"['crime', 'drama', 'thriller']"
1813,[]
1814,"['crime', 'drama']"
1815,['reality']
1816,"['animation', 'scifi', 'drama', 'fantasy', 'romance']"
1817,"['comedy', 'thriller', 'animation', 'fantasy', 'romance', 'drama']"
1818,"['scifi', 'thriller', 'drama', 'european']"
1819,"['crime', 'documentation', 'thriller', 'drama']"
1820,"['comedy', 'drama']"
1821,['comedy']
1822,"['drama', 'thriller', 'crime', 'comedy', 'european']"
1823,['comedy']
1824,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'horror']"
1825,"['drama', 'fantasy']"
1826,"['animation', 'family', 'scifi', 'drama', 'fantasy', 'comedy']"
1827,"['thriller', 'drama']"
1828,"['thriller', 'drama', 'horror', 'fantasy']"
1829,"['thriller', 'drama', 'action', 'crime']"
1830,"['comedy', 'romance', 'drama']"
1831,"['thriller', 'drama', 'crime']"
1832,"['comedy', 'animation', 'action', 'fantasy']"
1833,"['animation', 'comedy', 'family', 'fantasy']"
1834,"['action', 'scifi', 'animation', 'family', 'fantasy', 'thriller', 'drama']"
1835,"['fantasy', 'animation', 'drama', 'family']"
1836,['documentation']
1837,"['fantasy', 'drama', 'action']"
1838,"['horror', 'thriller', 'drama']"
1839,"['documentation', 'thriller', 'sport']"
1840,"['war', 'documentation', 'history']"
1841,"['scifi', 'animation', 'comedy', 'fantasy', 'family', 'action', 'drama']"
1842,"['drama', 'thriller', 'european']"
1843,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']"
1844,"['horror', 'drama', 'documentation', 'crime', 'thriller']"
1845,['horror']
1846,"['romance', 'comedy']"
1847,"['thriller', 'crime', 'horror', 'action', 'drama']"
1848,"['scifi', 'thriller', 'drama']"
1849,"['horror', 'thriller', 'drama', 'music']"
1850,"['thriller', 'history', 'romance', 'drama']"
1851,"['fantasy', 'thriller', 'scifi', 'crime', 'action']"
1852,"['documentation', 'crime']"
1853,"['drama', 'comedy']"
1854,"['drama', 'comedy', 'european']"
1855,"['scifi', 'thriller', 'romance', 'drama']"
1856,"['scifi', 'thriller', 'drama', 'horror']"
1857,"['action', 'documentation']"
1858,"['scifi', 'thriller', 'action', 'drama']"
1859,"['drama', 'thriller', 'crime']"
1860,"['thriller', 'horror', 'crime', 'drama']"
1861,"['thriller', 'crime', 'drama', 'action']"
1862,"['drama', 'thriller', 'scifi', 'fantasy']"
1863,"['action', 'thriller', 'crime']"
1864,"['drama', 'thriller', 'scifi', 'horror']"
1865,"['drama', 'thriller']"
1866,"['fantasy', 'comedy', 'romance']"
1867,"['comedy', 'drama']"
1868,"['drama', 'war']"
1869,"['action', 'war', 'fantasy', 'romance']"
1870,"['scifi', 'thriller', 'action', 'drama', 'crime', 'european']"
1871,"['drama', 'crime', 'thriller', 'european']"
1872,"['drama', 'history', 'european']"
1873,"['documentation', 'comedy']"
1874,"['scifi', 'thriller', 'action', 'drama', 'family']"
1875,"['horror', 'thriller']"
1876,"['animation', 'comedy', 'romance', 'drama', 'music']"
1877,"['horror', 'thriller']"
1878,"['reality', 'documentation', 'comedy', 'european']"
1879,"['drama', 'horror', 'thriller']"
1880,"['documentation', 'crime']"
1881,"['drama', 'animation', 'fantasy', 'thriller']"
1882,"['scifi', 'thriller', 'drama']"
1883,"['documentation', 'sport']"
1884,"['fantasy', 'drama', 'european']"
1885,"['reality', 'comedy']"
1886,"['drama', 'family']"
1887,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']"
1888,"['drama', 'thriller', 'crime', 'european']"
1889,"['comedy', 'documentation']"
1890,"['western', 'crime', 'drama']"
1891,"['drama', 'thriller', 'crime']"
1892,['comedy']
1893,"['thriller', 'crime', 'drama', 'history', 'european']"
1894,"['drama', 'music', 'thriller']"
1895,"['scifi', 'drama']"
1896,"['drama', 'comedy', 'thriller']"
1897,"['war', 'action', 'drama']"
1898,"['action', 'comedy', 'animation', 'scifi']"
1899,['documentation']
1900,"['drama', 'thriller', 'crime']"
1901,"['documentation', 'comedy', 'history']"
1902,"['drama', 'romance', 'fantasy']"
1903,"['drama', 'european']"
1904,"['crime', 'drama', 'thriller']"
1905,"['drama', 'history', 'romance', 'war', 'action']"
1906,"['comedy', 'drama']"
1907,"['fantasy', 'thriller', 'drama', 'romance', 'european']"
1908,"['drama', 'scifi', 'horror', 'thriller', 'action']"
1909,['documentation']
1910,"['crime', 'comedy']"
1911,"['comedy', 'drama']"
1912,"['drama', 'history']"
1913,['comedy']
1914,"['drama', 'comedy']"
1915,"['comedy', 'drama']"
1916,"['scifi', 'thriller', 'horror']"
1917,"['scifi', 'thriller', 'family', 'fantasy', 'action', 'crime', 'drama', 'history', 'horror']"
1918,"['drama', 'comedy', 'fantasy', 'european']"
1919,"['crime', 'documentation', 'drama', 'fantasy']"
1920,"['comedy', 'drama', 'romance']"
1921,['documentation']
1922,"['war', 'drama', 'history']"
1923,"['comedy', 'action']"
1924,"['fantasy', 'animation', 'comedy', 'family']"
1925,['comedy']
1926,"['drama', 'history']"
1927,"['comedy', 'romance', 'drama']"
1928,"['comedy', 'documentation']"
1929,"['drama', 'comedy', 'war']"
1930,"['comedy', 'drama', 'crime', 'thriller']"
1931,['comedy']
1932,"['drama', 'thriller', 'action', 'animation']"
1933,"['drama', 'action', 'crime', 'romance', 'thriller']"
1934,"['comedy', 'romance']"
1935,"['scifi', 'drama', 'fantasy', 'crime']"
1936,['thriller']
1937,"['drama', 'thriller']"
1938,"['drama', 'crime', 'history']"
1939,[]
1940,"['scifi', 'thriller', 'fantasy', 'drama', 'romance']"
1941,"['thriller', 'action', 'crime', 'european']"
1942,"['action', 'animation', 'scifi']"
1943,"['action', 'drama', 'fantasy']"
1944,['documentation']
1945,['comedy']
1946,"['comedy', 'european']"
1947,"['scifi', 'thriller', 'action', 'drama']"
1948,"['horror', 'thriller', 'crime', 'fantasy', 'drama', 'action']"
1949,['drama']
1950,"['action', 'fantasy', 'animation', 'comedy', 'family']"
1951,"['comedy', 'horror', 'music']"
1952,"['documentation', 'history']"
1953,"['drama', 'european']"
1954,['drama']
1955,['drama']
1956,"['comedy', 'sport']"
1957,"['documentation', 'crime']"
1958,"['crime', 'drama', 'thriller', 'european']"
1959,['animation']
1960,['documentation']
1961,['drama']
1962,['documentation']
1963,"['scifi', 'thriller', 'action', 'horror']"
1964,"['comedy', 'family', 'animation', 'music']"
