,genres
2685,"['action', 'war', 'history']"
2686,"['comedy', 'european']"
2687,['drama']
2688,"['drama', 'comedy', 'horror', 'thriller']"
2689,"['horror', 'comedy']"
2690,['family']
2691,"['drama', 'thriller', 'action']"
2692,"['comedy', 'documentation']"
2693,['comedy']
2694,"['horror', 'thriller']"
2695,"['comedy', 'fantasy']"
2696,['comedy']
2697,['drama']
2698,"['drama', 'european']"
2699,['family']
2700,"['comedy', 'european']"
2701,['documentation']
2702,"['documentation', 'european']"
2703,"['drama', 'comedy', 'european']"
2704,"['horror', 'comedy', 'family']"
2705,"['drama', 'family']"
2706,['reality']
2707,['comedy']
2708,"['comedy', 'romance']"
2709,"['action', 'drama']"
2710,"['drama', 'family', 'scifi']"
2711,"['animation', 'documentation', 'european']"
2712,"['drama', 'comedy']"
2713,"['action', 'romance', 'drama']"
2714,['comedy']
2715,['drama']
2716,['comedy']
2717,"['comedy', 'documentation']"
2718,"['comedy', 'european']"
2719,"['documentation', 'sport']"
2720,"['drama', 'music']"
2721,"['drama', 'comedy', 'family']"
2722,"['animation', 'comedy', 'action', 'family']"
2723,['comedy']
2724,['thriller']
2725,"['comedy', 'documentation']"
2726,"['comedy', 'animation', 'action', 'family', 'fantasy']"
2727,"['comedy', 'family']"
2728,['documentation']
2729,"['drama', 'crime', 'thriller', 'action', 'european']"
2730,"['documentation', 'drama']"
2731,"['comedy', 'family']"
2732,"['comedy', 'drama']"
2733,"['horror', 'comedy', 'thriller']"
2734,"['comedy', 'documentation']"
2735,['comedy']
2736,"['drama', 'crime', 'documentation', 'comedy', 'history']"
2737,['reality']
2738,['drama']
2739,"['drama', 'history']"
2740,"['crime', 'drama', 'history', 'thriller']"
2741,"['music', 'documentation']"
2742,"['comedy', 'music', 'romance']"
2743,"['thriller', 'crime', 'drama', 'european']"
2744,['drama']
2745,"['romance', 'comedy', 'drama']"
2746,['comedy']
2747,['documentation']
2748,"['romance', 'drama', 'fantasy', 'horror', 'scifi', 'thriller']"
2749,['documentation']
2750,"['documentation', 'crime', 'history', 'music']"
2751,['documentation']
2752,"['comedy', 'drama', 'sport']"
2753,"['comedy', 'romance', 'thriller']"
2754,"['comedy', 'romance']"
2755,"['thriller', 'horror', 'animation', 'drama', 'european']"
2756,"['drama', 'romance']"
2757,"['crime', 'drama', 'action']"
2758,"['comedy', 'drama']"
2759,['documentation']
2760,"['drama', 'comedy']"
2761,['comedy']
2762,"['comedy', 'european']"
2763,['comedy']
2764,"['thriller', 'drama', 'european']"
2765,['documentation']
2766,['documentation']
2767,"['romance', 'comedy']"
2768,['comedy']
2769,['drama']
2770,['thriller']
2771,"['drama', 'romance']"
2772,"['romance', 'comedy']"
2773,"['action', 'drama', 'documentation']"
2774,"['animation', 'comedy']"
2775,"['thriller', 'romance']"
2776,"['drama', 'romance']"
2777,"['drama', 'comedy', 'action', 'crime', 'romance']"
2778,"['drama', 'european']"
2779,"['documentation', 'european']"
2780,"['thriller', 'drama', 'crime']"
2781,"['drama', 'romance']"
2782,['animation']
2783,"['romance', 'comedy', 'drama']"
2784,['drama']
2785,"['drama', 'crime']"
2786,"['thriller', 'crime', 'drama', 'european']"
2787,"['documentation', 'european']"
2788,['comedy']
2789,"['animation', 'comedy', 'family', 'fantasy']"
2790,['comedy']
2791,"['horror', 'thriller']"
2792,"['drama', 'comedy', 'family']"
2793,"['animation', 'action', 'family']"
2794,"['comedy', 'sport']"
2795,['documentation']
2796,"['comedy', 'drama']"
2797,['documentation']
2798,"['comedy', 'documentation']"
2799,"['documentation', 'european']"
2800,['drama']
2801,"['drama', 'comedy']"
2802,"['drama', 'romance']"
2803,"['romance', 'comedy', 'drama']"
2804,[]
2805,[]
2806,['comedy']
2807,"['animation', 'comedy']"
2808,['comedy']
2809,['comedy']
2810,['drama']
2811,['comedy']
2812,['drama']
2813,"['animation', 'family', 'music']"
2814,['comedy']
2815,"['comedy', 'drama']"
2816,"['crime', 'drama', 'thriller']"
2817,"['comedy', 'drama']"
2818,['horror']
2819,"['comedy', 'family', 'animation', 'fantasy']"
2820,"['comedy', 'animation']"
2821,['comedy']
2822,['comedy']
2823,"['drama', 'comedy']"
2824,"['drama', 'comedy']"
2825,"['documentation', 'drama']"
2826,"['drama', 'romance', 'comedy']"
2827,"['documentation', 'history', 'european']"
2828,['documentation']
2829,['comedy']
2830,"['drama', 'horror']"
2831,"['crime', 'documentation']"
2832,['reality']
2833,['comedy']
2834,[]
2835,"['comedy', 'romance']"
2836,"['comedy', 'documentation']"
2837,['documentation']
2838,['documentation']
2839,['documentation']
2840,"['drama', 'romance']"
2841,['comedy']
2842,"['drama', 'crime']"
2843,['thriller']
2844,"['drama', 'comedy']"
2845,"['drama', 'romance', 'music', 'comedy']"
2846,"['romance', 'comedy', 'drama']"
2847,"['crime', 'thriller', 'action']"
2848,['comedy']
2849,"['drama', 'romance']"
2850,"['drama', 'comedy']"
2851,['documentation']
2852,"['comedy', 'fantasy']"
2853,"['crime', 'thriller']"
2854,['comedy']
2855,['comedy']
2856,"['thriller', 'action', 'crime', 'drama']"
2857,['comedy']
2858,"['romance', 'drama', 'action']"
2859,['comedy']
2860,"['family', 'animation']"
2861,"['comedy', 'drama']"
2862,"['thriller', 'drama']"
2863,['comedy']
2864,['documentation']
2865,"['crime', 'thriller']"
2866,['comedy']
2867,"['romance', 'comedy', 'drama']"
2868,"['thriller', 'action', 'crime', 'history', 'european']"
2869,['comedy']
2870,['comedy']
2871,"['comedy', 'documentation']"
2872,"['family', 'comedy']"
2873,['drama']
2874,"['scifi', 'action', 'comedy']"
2875,"['documentation', 'comedy', 'romance']"
2876,['family']
2877,"['documentation', 'european']"
2878,['documentation']
2879,"['drama', 'crime']"
2880,['documentation']
2881,"['documentation', 'sport']"
2882,['documentation']
2883,"['drama', 'thriller']"
2884,"['comedy', 'romance']"
2885,['comedy']
2886,"['drama', 'comedy']"
2887,"['romance', 'action', 'thriller']"
2888,"['comedy', 'drama', 'crime']"
2889,['drama']
2890,['drama']
2891,"['comedy', 'drama', 'crime']"
2892,['comedy']
2893,"['romance', 'family']"
2894,"['fantasy', 'comedy', 'family']"
2895,"['drama', 'action']"
2896,"['documentation', 'european']"
2897,"['romance', 'comedy', 'music']"
2898,"['drama', 'comedy']"
2899,"['drama', 'comedy']"
2900,"['horror', 'comedy']"
2901,"['fantasy', 'drama', 'european']"
2902,"['drama', 'european']"
2903,['comedy']
2904,['documentation']
2905,['drama']
2906,['comedy']
2907,"['comedy', 'european']"
2908,['drama']
2909,"['comedy', 'drama']"
2910,['comedy']
2911,[]
2912,"['romance', 'drama']"
2913,['comedy']
2914,"['comedy', 'drama']"
2915,['comedy']
2916,"['romance', 'comedy', 'drama']"
2917,"['drama', 'romance', 'thriller', 'action', 'crime']"
2918,"['music', 'comedy', 'family']"
2919,"['romance', 'comedy']"
2920,['drama']
2921,"['music', 'documentation']"
2922,"['comedy', 'animation']"
2923,['action']
2924,"['comedy', 'drama']"
2925,['animation']
2926,['drama']
2927,"['drama', 'family', 'comedy', 'romance']"
2928,"['comedy', 'drama']"
2929,"['drama', 'romance']"
2930,"['animation', 'family']"
2931,"['drama', 'romance', 'comedy']"
2932,['comedy']
2933,"['animation', 'comedy']"
2934,"['romance', 'drama', 'music']"
2935,['comedy']
2936,['drama']
2937,"['scifi', 'fantasy', 'animation', 'comedy', 'family']"
2938,"['comedy', 'romance']"
2939,"['drama', 'family']"
2940,"['crime', 'drama']"
2941,['drama']
2942,['comedy']
2943,['comedy']
2944,[]
2945,['comedy']
2946,"['drama', 'romance']"
2947,"['romance', 'comedy', 'drama']"
2948,['comedy']
2949,"['comedy', 'fantasy', 'animation', 'family']"
2950,['comedy']
2951,"['family', 'comedy']"
2952,"['documentation', 'european']"
2953,"['drama', 'music', 'romance']"
2954,['comedy']
2955,['comedy']
2956,"['comedy', 'documentation']"
2957,['animation']
2958,['comedy']
2959,"['drama', 'comedy']"
2960,"['drama', 'comedy', 'european']"
2961,['documentation']
2962,"['drama', 'romance']"
2963,"['crime', 'drama']"
2964,['comedy']
2965,"['comedy', 'drama', 'family']"
2966,['drama']
2967,"['romance', 'comedy', 'sport']"
2968,"['drama', 'comedy', 'romance']"
2969,"['thriller', 'drama']"
2970,"['comedy', 'sport']"
2971,['comedy']
2972,['comedy']
2973,['comedy']
2974,"['drama', 'family', 'history', 'european']"
2975,[]
2976,['comedy']
2977,"['drama', 'documentation']"
2978,['drama']
2979,['drama']
2980,['animation']
2981,"['comedy', 'drama', 'romance']"
2982,"['horror', 'comedy']"
2983,['comedy']
2984,['comedy']
2985,['comedy']
2986,"['thriller', 'drama']"
2987,"['animation', 'family', 'comedy', 'fantasy']"
2988,['comedy']
2989,"['animation', 'action']"
2990,['comedy']
2991,"['documentation', 'music']"
2992,"['action', 'fantasy', 'horror', 'western', 'family', 'scifi']"
2993,['comedy']
2994,['animation']
2995,['drama']
2996,"['comedy', 'european']"
2997,"['action', 'crime']"
2998,['thriller']
2999,['comedy']
3000,['comedy']
3001,['drama']
3002,['drama']
3003,"['comedy', 'european']"
3004,"['thriller', 'action', 'drama', 'romance']"
3005,['comedy']
3006,"['comedy', 'drama']"
3007,['comedy']
3008,"['drama', 'romance']"
3009,['drama']
3010,"['scifi', 'action', 'drama', 'fantasy']"
3011,['animation']
3012,"['action', 'comedy']"
3013,[]
3014,['drama']
3015,"['thriller', 'horror', 'crime', 'drama']"
3016,"['drama', 'romance']"
3017,"['comedy', 'documentation']"
3018,"['comedy', 'romance']"
3019,['documentation']
3020,['thriller']
3021,"['comedy', 'family']"
3022,['documentation']
3023,['drama']
3024,['drama']
3025,['comedy']
3026,['documentation']
3027,"['comedy', 'documentation']"
3028,['comedy']
3029,['comedy']
3030,['comedy']
3031,"['comedy', 'drama']"
3032,['drama']
3033,"['family', 'romance', 'drama', 'comedy']"
3034,"['comedy', 'drama', 'fantasy', 'scifi', 'action']"
3035,"['horror', 'reality', 'thriller', 'documentation']"
3036,"['drama', 'romance']"
3037,"['crime', 'action', 'comedy']"
3038,"['scifi', 'action', 'animation', 'horror', 'fantasy', 'thriller']"
3039,"['scifi', 'animation', 'thriller', 'horror', 'comedy', 'fantasy', 'drama', 'action']"
3040,"['drama', 'comedy', 'action', 'crime', 'horror']"
3041,"['animation', 'action', 'drama', 'war', 'history']"
3042,"['comedy', 'animation']"
3043,"['comedy', 'drama']"
3044,"['action', 'animation', 'scifi', 'family']"
3045,"['scifi', 'action', 'horror', 'drama', 'fantasy']"
3046,"['drama', 'history', 'romance']"
3047,"['drama', 'thriller']"
3048,"['comedy', 'drama']"
3049,"['crime', 'drama', 'thriller', 'war', 'history']"
3050,"['documentation', 'crime', 'music']"
3051,"['thriller', 'horror', 'family', 'drama', 'fantasy']"
3052,['documentation']
3053,"['drama', 'sport']"
3054,"['scifi', 'drama', 'romance']"
3055,"['drama', 'comedy']"
3056,"['thriller', 'crime', 'drama', 'comedy']"
3057,"['crime', 'drama', 'thriller']"
3058,['comedy']
3059,"['documentation', 'sport']"
3060,"['documentation', 'history', 'sport']"
3061,"['drama', 'thriller', 'scifi', 'horror', 'fantasy']"
3062,"['thriller', 'action', 'drama', 'romance', 'crime']"
3063,"['drama', 'comedy', 'romance']"
3064,"['drama', 'horror', 'thriller']"
3065,"['drama', 'crime']"
3066,"['action', 'scifi', 'thriller', 'history', 'drama', 'horror']"
3067,"['drama', 'thriller', 'fantasy']"
3068,"['crime', 'drama', 'history', 'thriller']"
3069,"['reality', 'comedy', 'history', 'documentation']"
3070,"['thriller', 'drama', 'horror']"
3071,['comedy']
3072,"['reality', 'romance', 'documentation']"
3073,"['comedy', 'drama']"
3074,"['crime', 'drama', 'action', 'thriller']"
3075,"['thriller', 'crime', 'drama']"
3076,['documentation']
3077,"['crime', 'drama', 'horror', 'scifi', 'thriller']"
3078,"['animation', 'thriller', 'scifi', 'action', 'drama', 'horror', 'fantasy']"
3079,"['comedy', 'drama']"
3080,"['drama', 'action', 'thriller', 'fantasy', 'horror']"
3081,"['scifi', 'thriller', 'horror', 'european']"
3082,"['crime', 'drama', 'action']"
3083,"['war', 'drama']"
3084,"['fantasy', 'action', 'thriller']"
3085,"['scifi', 'thriller', 'action', 'drama', 'horror']"
3086,"['thriller', 'drama', 'horror']"
3087,"['drama', 'romance', 'comedy']"
3088,"['scifi', 'animation', 'comedy', 'action', 'fantasy']"
3089,"['horror', 'thriller']"
3090,"['crime', 'drama', 'thriller', 'horror']"
3091,"['drama', 'family']"
3092,['documentation']
3093,"['history', 'war', 'drama', 'romance']"
3094,"['action', 'drama', 'scifi', 'thriller', 'fantasy']"
3095,"['scifi', 'family', 'animation', 'fantasy', 'horror', 'drama', 'action']"
3096,"['drama', 'crime', 'history']"
3097,"['drama', 'action', 'crime', 'thriller', 'western']"
3098,"['thriller', 'drama', 'scifi', 'horror']"
3099,"['thriller', 'drama', 'horror']"
3100,"['drama', 'thriller', 'action', 'sport', 'european']"
3101,"['drama', 'romance']"
3102,"['horror', 'thriller', 'drama', 'fantasy', 'scifi']"
3103,"['romance', 'war', 'drama']"
3104,"['drama', 'thriller', 'history', 'crime', 'war', 'romance']"
3105,"['action', 'drama', 'scifi', 'fantasy']"
3106,['drama']
3107,"['scifi', 'thriller', 'drama']"
3108,"['action', 'drama', 'crime', 'thriller']"
3109,"['thriller', 'comedy', 'action']"
3110,"['comedy', 'drama']"
3111,"['drama', 'thriller', 'comedy', 'crime']"
3112,"['documentation', 'crime']"
3113,"['comedy', 'animation', 'scifi', 'thriller']"
3114,"['crime', 'drama', 'thriller', 'action']"
3115,"['romance', 'comedy']"
3116,"['history', 'thriller', 'drama']"
3117,"['drama', 'documentation']"
3118,"['comedy', 'romance']"
3119,"['history', 'action', 'war', 'drama']"
3120,"['thriller', 'drama']"
3121,"['crime', 'thriller', 'western', 'drama']"
3122,"['thriller', 'action', 'crime', 'drama']"
3123,"['music', 'comedy']"
3124,"['documentation', 'sport', 'reality']"
3125,"['scifi', 'drama', 'thriller']"
3126,"['scifi', 'action', 'drama', 'thriller']"
3127,"['drama', 'war', 'history', 'documentation', 'european']"
3128,"['drama', 'comedy', 'romance']"
3129,"['drama', 'romance']"
3130,"['scifi', 'crime', 'thriller']"
3131,"['scifi', 'action', 'crime', 'thriller', 'drama']"
3132,['war']
3133,['thriller']
3134,"['thriller', 'action', 'drama', 'fantasy', 'scifi']"
3135,"['romance', 'drama', 'european']"
3136,"['reality', 'romance']"
3137,"['thriller', 'crime', 'drama']"
3138,"['drama', 'history']"
3139,['documentation']
3140,['documentation']
3141,['reality']
3142,"['scifi', 'drama']"
3143,"['scifi', 'horror', 'drama', 'thriller']"
3144,"['thriller', 'crime', 'action', 'drama']"
3145,"['drama', 'history', 'thriller']"
3146,"['drama', 'scifi']"
3147,"['drama', 'comedy', 'music']"
3148,"['drama', 'history', 'thriller', 'crime']"
3149,"['romance', 'comedy']"
3150,"['comedy', 'drama']"
3151,"['comedy', 'crime', 'romance', 'action']"
3152,"['war', 'drama']"
3153,"['drama', 'scifi', 'thriller', 'fantasy']"
3154,"['thriller', 'scifi', 'drama', 'fantasy']"
3155,"['drama', 'crime']"
3156,"['scifi', 'action', 'comedy', 'fantasy', 'horror', 'animation']"
3157,"['drama', 'scifi', 'thriller']"
3158,['drama']
3159,"['thriller', 'drama']"
3160,"['drama', 'action', 'history']"
3161,"['comedy', 'drama']"
3162,"['documentation', 'family', 'history']"
3163,"['romance', 'comedy']"
3164,"['drama', 'crime']"
3165,"['romance', 'drama']"
3166,"['thriller', 'horror', 'drama']"
3167,"['drama', 'romance']"
3168,"['action', 'scifi', 'fantasy', 'drama']"
3169,"['romance', 'comedy']"
3170,"['comedy', 'family', 'scifi', 'animation', 'action']"
3171,"['documentation', 'european']"
3172,"['drama', 'scifi', 'comedy']"
3173,"['drama', 'thriller', 'crime']"
3174,"['drama', 'comedy', 'history']"
3175,"['romance', 'drama', 'thriller']"
3176,"['western', 'thriller', 'horror']"
3177,"['drama', 'history']"
3178,"['comedy', 'reality']"
3179,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']"
3180,"['comedy', 'romance', 'drama']"
3181,"['drama', 'comedy', 'history']"
3182,"['comedy', 'drama', 'music', 'romance']"
3183,"['documentation', 'crime']"
3184,"['animation', 'comedy']"
3185,"['drama', 'romance', 'history', 'war', 'thriller']"
3186,"['crime', 'drama', 'thriller', 'scifi']"
3187,"['drama', 'music']"
3188,"['romance', 'documentation', 'drama', 'history', 'war']"
3189,"['scifi', 'thriller', 'drama', 'crime', 'horror']"
3190,['drama']
3191,['reality']
3192,['reality']
3193,"['drama', 'fantasy', 'scifi', 'comedy']"
3194,"['scifi', 'thriller', 'fantasy', 'european']"
3195,"['drama', 'thriller', 'romance']"
3196,"['drama', 'thriller', 'crime']"
3197,"['documentation', 'drama', 'thriller', 'crime']"
3198,"['scifi', 'thriller', 'drama']"
3199,"['documentation', 'sport', 'reality']"
3200,"['scifi', 'animation', 'family', 'action', 'comedy', 'fantasy', 'drama']"
3201,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']"
3202,"['scifi', 'action']"
3203,"['horror', 'thriller', 'european']"
3204,"['documentation', 'history', 'reality']"
3205,"['crime', 'thriller', 'drama']"
3206,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']"
3207,"['thriller', 'horror', 'comedy', 'music']"
3208,"['scifi', 'action', 'animation', 'crime', 'drama', 'thriller']"
3209,"['comedy', 'action']"
3210,"['action', 'drama', 'thriller', 'romance', 'comedy', 'fantasy', 'horror']"
3211,['comedy']
3212,"['reality', 'romance']"
3213,['documentation']
3214,"['documentation', 'drama']"
3215,"['thriller', 'horror', 'comedy']"
3216,"['scifi', 'drama', 'thriller']"
3217,"['comedy', 'drama', 'romance']"
3218,"['crime', 'drama', 'action', 'comedy', 'thriller']"
3219,"['documentation', 'history', 'war']"
3220,"['documentation', 'crime']"
3221,"['fantasy', 'horror', 'thriller', 'drama']"
3222,"['drama', 'crime', 'thriller']"
3223,['documentation']
3224,"['drama', 'history', 'comedy', 'crime']"
3225,"['family', 'fantasy', 'animation', 'action', 'scifi']"
3226,"['crime', 'scifi', 'action', 'thriller']"
3227,"['drama', 'thriller', 'scifi', 'horror']"
3228,"['crime', 'drama', 'thriller']"
3229,"['horror', 'thriller', 'action', 'drama']"
3230,"['action', 'horror']"
3231,"['war', 'drama', 'thriller', 'history']"
3232,"['comedy', 'drama']"
3233,"['drama', 'comedy', 'romance', 'action']"
3234,"['thriller', 'crime', 'drama', 'reality']"
3235,['drama']
3236,"['romance', 'action', 'comedy', 'drama', 'fantasy', 'horror', 'scifi']"
3237,"['crime', 'documentation']"
3238,"['drama', 'comedy']"
3239,"['scifi', 'action', 'crime', 'drama', 'fantasy']"
3240,"['thriller', 'drama', 'crime']"
3241,"['documentation', 'crime', 'music']"
3242,['reality']
3243,"['thriller', 'action', 'scifi', 'war', 'drama', 'european']"
3244,"['thriller', 'drama', 'scifi']"
3245,"['animation', 'action', 'fantasy', 'family']"
3246,"['history', 'drama', 'thriller']"
3247,"['comedy', 'drama', 'action', 'crime']"
3248,"['drama', 'history', 'action']"
3249,"['drama', 'scifi', 'romance']"
3250,"['drama', 'documentation', 'crime']"
3251,"['documentation', 'history']"
3252,['reality']
3253,"['scifi', 'fantasy', 'music', 'comedy', 'drama', 'family', 'documentation']"
3254,"['action', 'drama', 'crime', 'thriller', 'european']"
3255,"['drama', 'thriller', 'fantasy', 'horror', 'scifi', 'european']"
3256,"['comedy', 'crime', 'drama', 'romance']"
3257,"['animation', 'action', 'scifi', 'fantasy', 'drama']"
3258,"['action', 'comedy', 'drama', 'thriller', 'crime']"
3259,['music']
3260,"['thriller', 'drama']"
3261,"['action', 'drama', 'history']"
3262,['reality']
3263,['documentation']
3264,"['animation', 'drama', 'crime', 'fantasy', 'romance', 'thriller']"
3265,"['drama', 'thriller']"
3266,"['action', 'scifi', 'thriller', 'horror']"
3267,['reality']
3268,"['scifi', 'drama', 'fantasy', 'horror', 'action', 'comedy', 'thriller']"
3269,"['documentation', 'crime']"
3270,"['fantasy', 'drama', 'romance', 'animation', 'european']"
3271,['comedy']
3272,"['thriller', 'drama', 'action', 'crime']"
3273,"['scifi', 'animation', 'action']"
3274,['comedy']
3275,"['drama', 'sport']"
3276,"['action', 'thriller', 'drama', 'family', 'fantasy']"
3277,"['drama', 'family']"
3278,"['drama', 'romance']"
3279,"['romance', 'drama']"
3280,"['scifi', 'romance', 'drama']"
3281,['drama']
3282,['drama']
3283,"['comedy', 'family', 'fantasy', 'scifi', 'romance', 'animation']"
3284,['documentation']
3285,"['drama', 'crime', 'thriller']"
3286,['documentation']
3287,"['horror', 'thriller', 'drama']"
3288,"['drama', 'history']"
3289,"['action', 'scifi', 'fantasy', 'thriller', 'comedy']"
3290,"['documentation', 'thriller', 'crime']"
3291,"['drama', 'comedy', 'romance']"
3292,"['drama', 'crime', 'music']"
3293,"['fantasy', 'drama', 'romance']"
3294,"['drama', 'comedy', 'romance']"
3295,"['comedy', 'drama', 'romance']"
3296,"['scifi', 'drama']"
3297,"['drama', 'thriller']"
3298,"['scifi', 'action', 'comedy']"
3299,['comedy']
3300,"['thriller', 'action', 'crime']"
3301,"['drama', 'romance']"
3302,"['drama', 'comedy']"
3303,"['action', 'crime', 'thriller']"
3304,"['family', 'comedy', 'animation', 'fantasy', 'scifi']"
3305,"['documentation', 'crime', 'history']"
3306,['documentation']
3307,"['documentation', 'music', 'history']"
3308,['documentation']
3309,"['crime', 'documentation']"
3310,['documentation']
3311,"['thriller', 'drama', 'crime']"
3312,"['fantasy', 'comedy', 'family', 'animation', 'european']"
3313,"['drama', 'thriller', 'action', 'fantasy', 'horror']"
3314,"['drama', 'action', 'animation', 'comedy', 'crime']"
3315,"['fantasy', 'drama', 'family', 'action', 'comedy']"
3316,"['romance', 'drama']"
3317,['documentation']
3318,"['documentation', 'history']"
3319,"['comedy', 'drama', 'romance']"
3320,"['scifi', 'drama', 'horror']"
3321,"['documentation', 'history']"
3322,"['thriller', 'drama', 'action', 'crime']"
3323,"['drama', 'music']"
3324,"['comedy', 'drama']"
3325,['documentation']
3326,"['comedy', 'family', 'drama', 'romance']"
3327,['drama']
3328,"['music', 'documentation']"
3329,"['crime', 'drama', 'comedy']"
3330,"['drama', 'thriller', 'fantasy', 'horror']"
3331,"['comedy', 'drama', 'music']"
3332,"['action', 'family', 'fantasy', 'scifi']"
3333,['thriller']
3334,"['scifi', 'action', 'animation']"
3335,"['documentation', 'history']"
3336,"['crime', 'documentation', 'history']"
3337,"['crime', 'drama']"
3338,"['scifi', 'action']"
3339,"['drama', 'thriller', 'crime']"
3340,"['horror', 'thriller', 'drama']"
3341,"['drama', 'sport']"
3342,['drama']
3343,['drama']
3344,"['action', 'animation', 'scifi', 'thriller', 'comedy', 'drama', 'fantasy']"
3345,"['drama', 'romance', 'european']"
3346,"['comedy', 'fantasy', 'family', 'animation', 'action', 'scifi']"
3347,"['action', 'scifi', 'animation', 'thriller', 'drama']"
3348,"['romance', 'comedy']"
3349,"['drama', 'scifi', 'romance']"
3350,['reality']
3351,"['comedy', 'romance']"
3352,['documentation']
3353,"['drama', 'documentation']"
3354,"['thriller', 'action']"
3355,"['music', 'drama']"
3356,"['horror', 'thriller', 'scifi']"
3357,"['action', 'comedy', 'family']"
3358,"['comedy', 'drama']"
3359,"['drama', 'music']"
3360,"['drama', 'thriller', 'crime']"
3361,"['animation', 'action', 'comedy', 'family']"
3362,"['drama', 'comedy', 'romance']"
3363,['comedy']
3364,"['animation', 'action', 'thriller', 'family']"
3365,"['drama', 'thriller', 'crime', 'action']"
3366,"['drama', 'history', 'romance', 'documentation']"
3367,"['drama', 'comedy']"
3368,"['documentation', 'crime']"
3369,"['drama', 'thriller', 'romance', 'action']"
3370,"['horror', 'drama', 'fantasy', 'european']"
3371,"['fantasy', 'drama', 'romance', 'animation', 'family']"
3372,"['drama', 'war']"
3373,['comedy']
3374,['comedy']
3375,"['drama', 'war', 'thriller', 'crime']"
3376,"['scifi', 'drama', 'action', 'animation']"
3377,"['thriller', 'documentation', 'drama']"
3378,"['action', 'comedy', 'scifi', 'animation']"
3379,"['western', 'drama']"
3380,"['comedy', 'drama', 'european']"
3381,['comedy']
3382,['animation']
3383,"['drama', 'comedy']"
3384,"['romance', 'comedy']"
3385,['drama']
3386,['reality']
3387,['drama']
3388,"['documentation', 'crime', 'sport']"
3389,"['comedy', 'drama', 'sport']"
3390,"['animation', 'family']"
3391,"['horror', 'thriller', 'drama', 'romance', 'fantasy', 'european']"
3392,"['documentation', 'drama']"
3393,"['fantasy', 'animation', 'drama', 'romance']"
3394,"['documentation', 'reality']"
3395,"['drama', 'scifi', 'action', 'thriller']"
3396,"['drama', 'scifi', 'reality']"
3397,['comedy']
3398,['documentation']
3399,"['thriller', 'drama', 'action']"
3400,"['scifi', 'drama', 'animation', 'music']"
3401,"['drama', 'action', 'fantasy', 'history', 'romance']"
3402,"['animation', 'comedy', 'action', 'family', 'drama', 'fantasy', 'romance']"
3403,"['documentation', 'history']"
3404,"['scifi', 'thriller', 'action', 'crime', 'drama']"
3405,"['comedy', 'fantasy', 'animation', 'drama', 'family']"
3406,"['crime', 'documentation']"
3407,"['documentation', 'music']"
3408,"['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi']"
3409,"['action', 'thriller', 'drama']"
3410,['drama']
3411,"['documentation', 'history', 'european']"
3412,"['drama', 'european']"
3413,"['comedy', 'animation']"
3414,"['comedy', 'drama', 'european']"
3415,['comedy']
3416,"['comedy', 'horror']"
3417,"['scifi', 'drama', 'animation', 'romance', 'action', 'horror']"
3418,['comedy']
3419,['scifi']
3420,"['drama', 'romance']"
3421,"['action', 'drama', 'war', 'animation']"
3422,"['comedy', 'drama', 'romance', 'family']"
3423,"['thriller', 'horror', 'drama']"
3424,"['comedy', 'drama', 'family']"
3425,"['crime', 'drama']"
3426,"['thriller', 'drama', 'scifi', 'fantasy']"
3427,"['reality', 'comedy', 'horror', 'scifi']"
3428,"['romance', 'comedy']"
3429,"['drama', 'comedy', 'crime']"
3430,"['romance', 'comedy']"
3431,"['drama', 'thriller']"
3432,"['thriller', 'crime', 'drama']"
3433,"['music', 'documentation']"
3434,"['drama', 'horror']"
3435,"['drama', 'music', 'comedy']"
3436,"['comedy', 'drama']"
3437,"['horror', 'scifi', 'drama', 'fantasy']"
3438,"['crime', 'drama', 'thriller']"
3439,"['comedy', 'thriller', 'drama', 'action', 'crime']"
3440,"['drama', 'european']"
3441,"['comedy', 'scifi', 'romance']"
3442,['comedy']
3443,['drama']
3444,"['crime', 'drama', 'thriller']"
3445,"['animation', 'comedy', 'family', 'horror', 'scifi']"
3446,"['comedy', 'reality']"
3447,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']"
3448,"['comedy', 'drama', 'romance']"
3449,['animation']
3450,"['crime', 'drama', 'comedy']"
3451,['drama']
3452,"['thriller', 'animation', 'fantasy', 'action', 'scifi', 'drama', 'family']"
3453,"['action', 'european']"
3454,"['drama', 'history']"
3455,"['documentation', 'history']"
3456,"['comedy', 'drama']"
3457,"['romance', 'comedy', 'drama']"
3458,"['drama', 'scifi', 'comedy', 'fantasy']"
3459,"['scifi', 'action', 'animation', 'fantasy']"
3460,"['horror', 'comedy', 'thriller', 'fantasy']"
3461,"['thriller', 'war', 'drama', 'crime']"
3462,"['comedy', 'horror']"
3463,"['crime', 'documentation']"
3464,"['scifi', 'action', 'animation', 'fantasy']"
3465,"['thriller', 'history', 'sport', 'european']"
3466,['comedy']
3467,"['crime', 'drama', 'thriller']"
3468,"['comedy', 'drama']"
3469,['documentation']
3470,['animation']
3471,"['comedy', 'family', 'animation']"
3472,"['comedy', 'drama', 'music']"
